#Time (BKJD),Normalized PDCSAP_FLUX
131.512541737146,1.00027956929515
131.532976259499,1.0003056934479
131.553410681743,1.00037801138146
131.573845003863,1.00030367527301
131.59427942599,1.00019121808329
131.614713947885,1.00015522729775
131.635148269779,1.00044393842788
131.65558269155,1.00073074350395
131.676017213213,1.00035805387422
131.696451634867,1.00011833954559
131.716885956412,1.0002571451297
131.737320377724,1.00020433622008
131.75775489903,0.99997415216176
131.778189220342,1.00024010276396
131.798623641422,1.00025781785467
131.819058162495,1.00038799013509
131.839492483457,1.00058588339516
131.859926904304,1.00042454152477
131.880361325027,1.00029672378172
131.900795745758,1.00041512337528
131.921230166372,1.00024268154299
131.941664586862,1.0001426697651
131.962099007244,1.00021666951107
131.982533427508,1.00011071532933
132.002967847766,1.00009445780939
132.023402167797,1.00005801854053
132.04383668783,0.99974778021157
132.064271107854,0.9999623794749
132.084705427653,1.00006788517333
132.105139847452,1.0000076762891
132.125574367012,0.99990643118211
132.146008686577,1.00014132431517
132.166443106027,1.00017978175891
132.186877625471,1.00014603338991
132.227746363904,1.00008290936418
132.248180783004,1.0003019934606
132.268615301982,1.00017036360942
132.289049620849,1.00010723958369
132.30948403971,0.99994287045096
132.329918558462,1.00012203953289
132.35035287698,1.00003077317952
132.370787295498,1.00016475756806
132.39122171401,1.00011676985401
132.432090550574,1.0003423569584
132.47295948668,1.0001002880924
132.493393804732,1.00037632956906
132.513828222545,1.00007618211455
132.534262540248,1.00002326108409
132.554697057945,1.00010824867114
132.575131475533,1.00041501125445
132.595565793003,0.99982985265711
132.616000310358,0.99997516124921
132.636434727705,0.99957455353349
132.656869144826,0.99976213167746
132.677303461947,0.99985631317234
132.697737978946,0.99994040379276
132.718172395835,0.99977883768072
132.738606712606,0.99968364709839
132.759041229372,0.99994410378006
132.779475646028,0.99985182833925
132.79990996245,0.99992840686425
132.820344378866,0.9999808794114
132.840778895174,1.00011934863303
132.861213211479,0.99989768575759
132.902082143621,1.00003817315411
132.922516459577,1.00005958823212
132.942950875411,0.99991057965272
132.963385291136,1.00012865466169
132.983819806745,0.99990183422819
133.004254122345,1.00008515178072
133.02468853772,0.99981393149964
133.045122953095,1.00015006973969
133.065557368347,1.00012248801619
133.08599178349,0.99996619158303
133.106426198516,1.00007797604778
133.126860613535,0.99997404004093
133.147295028328,1.00026521782927
133.167729443121,0.99991797962732
133.188163857791,0.99978791946772
133.208598372352,1.00009154266788
133.229032686795,1.00029134198201
133.249467101232,1.00030535708542
133.269901515443,1.00005140341173
133.290335929654,1.00038619620185
133.310770343742,1.00000386418098
133.331204657719,1.00016789695122
133.351639171582,1.0001187880289
133.37207358532,1.00000173388526
133.392507999066,1.00019996350781
133.412942412579,0.99993984318863
133.433376826084,0.99989768575759
133.45381123948,0.99993950682615
133.474245552759,1.00010813655031
133.494680065916,0.99969115919382
133.515114478963,0.99991484024415
133.53554879201,1.00017731510071
133.555983304817,0.99992257658123
133.576417717632,0.9999096826861
133.596852030329,0.99998222486132
133.617286442903,0.99980720425001
133.637720955368,0.99979588004646
133.65815536771,0.99944639942796
133.678589680057,0.99976538318145
133.699024192174,0.99943608431186
133.71945860429,0.9995659202298
133.739892916281,0.99984476472713
133.760327328164,0.99959260498668
133.780761839924,0.99966088657047
133.801196151573,0.999513223441
133.821630563223,0.99950100227083
133.84206497464,0.99981875269521
133.86249938605,0.99955291421384
133.882933797351,0.99983478597351
133.903368208536,0.99946702966017
133.923802619596,0.9994922568463
133.944237030548,0.99968891677727
133.964671441383,0.99965729870399
133.98510575221,1.00001485202205
134.005540262813,0.99956188388002
134.025974673415,0.99988389489584
134.046408983893,0.99976975589371
134.066843494264,0.99973443783313
134.087277904517,1.00000061267699
134.107712214645,0.99996036130001
134.128146624666,1.0000611579237
134.148581134687,1.00006328821941
134.169015544467,1.00020243016601
134.189449854253,0.99979744973804
134.209884363809,0.9998981342409
134.230318773356,0.99985227682256
134.250753082793,0.99982155571589
134.271187492232,0.99975226504466
134.29162200143,0.99989432213277
134.312056310519,0.99971246215099
134.373359537312,0.99998491576118
134.414228354668,0.99997123702025
