#Time (BKJD),Normalized PDCSAP_FLUX
131.512660441891,0.99985290206649
131.533095010229,0.9997266515557
131.553529478573,0.9997580845095
131.573963846793,0.99979470441937
131.594398314788,0.99982634485141
131.614832882784,0.99977706876872
131.635267250662,0.99972053094754
131.655701718417,0.99980518207063
131.67613628618,0.99979646798443
131.717005121114,0.99983298415518
131.737439588527,0.99980736059218
131.757874155817,0.99980497459239
131.798742989944,0.9997755126819
131.819177556885,0.99984149076314
131.839611923715,0.99979709041916
131.860046390429,0.99979169598485
131.900915323618,0.99982499624283
131.9213497901,0.99977820989906
131.941784256342,0.99970071677534
131.96221872259,0.99966285199602
132.003087654732,0.99946139062219
132.02352202063,0.99946180557867
132.043956586414,0.99942062114746
132.064391052074,0.99940889862674
132.084825417624,0.99949043757619
132.105259883174,0.99944531105836
132.125694448485,0.99969687842785
132.166563278886,0.99973235720738
132.186997843964,0.9997130617308
132.207432308933,0.99972976372935
132.227866673784,0.99968090260315
132.248301138519,0.9998113026788
132.268735703132,0.99968972042847
132.289170067634,0.99968951295023
132.309604532129,0.99973204599002
132.3300390964,0.99972488799064
132.350473460669,0.99972187955612
132.370907924706,0.99971005329627
132.391342388735,0.9997237468603
132.411776852656,0.99968225121173
132.432211316336,0.99976482755239
132.473080343596,0.99975860320511
132.49351470705,0.99975632094443
132.513949170498,0.99972291694733
132.554818096818,0.99976659111746
132.575252559807,0.99978287815952
132.595686922796,0.99979377076727
132.616121485553,0.99979397824552
132.636555948302,0.99974594703229
132.656990410942,0.99977240050826
132.677424773348,0.99983329537254
132.697859335749,0.99973993016325
132.71829379804,0.9997348469463
132.738728160213,0.99971658886092
132.759162722265,0.99976607242185
132.779597184206,0.99975175642309
132.80003154603,0.99979325207167
132.840900569441,0.99978982868066
132.861334930916,0.99976368642206
132.902203953628,1.00000176770576
132.922638314871,0.99985694789223
132.943072775874,0.99991255206132
132.963507236884,0.99988018545543
132.983941797778,0.99983194676396
133.004376158548,0.99991742780003
133.024810619208,0.99992863162514
133.045245079637,0.9999095436268
